meeting_date,sentiment_score
1993-03-23,0.03502044
1993-05-18,0.014503662
1993-07-07,-0.0033044533
1993-08-17,0.066767156
1993-09-21,0.0008553771
1993-11-16,-0.020585783
1993-12-21,0.008081205
1994-02-04,-0.02541173
1994-03-22,-0.0063600116
1994-05-17,0.050077196
1994-07-06,-0.016439773
1994-08-16,0.05390769
1994-09-27,0.011364734
1994-11-15,-0.04660255
1994-12-20,0.004104366
1995-02-01,0.049091484
1995-03-28,-0.025691453
1995-05-23,0.038394358
1995-07-06,0.047873612
1995-08-22,0.0001889454
1995-09-26,0.006423395
1995-11-15,-0.056176517
1995-12-19,0.014531437
1996-01-31,-0.04318944
1996-03-26,0.007724085
1996-05-21,-0.023175903
1996-07-03,0.05461105
1996-08-20,0.039931417
1996-09-24,0.05437895
1996-11-13,-0.052786622
1996-12-17,-0.011357318
1997-02-05,0.018989474
1997-03-25,0.04506513
1997-05-20,0.06971818
1997-07-02,0.057016786
1997-08-19,0.028313458
1997-09-30,0.0019845823
1997-11-12,0.0011934526
1997-12-16,0.009311116
1998-02-04,0.008809365
1998-03-31,0.03273722
1998-05-19,0.053748425
1998-07-01,0.00023430807
1998-08-18,0.029391704
1998-09-29,-0.012543807
1998-11-17,0.0074552684
1998-12-22,0.011333292
1999-02-03,-0.0031230485
1999-03-30,-0.077804774
1999-05-18,0.018214643
1999-06-30,0.013782266
1999-08-24,0.0025109705
1999-10-05,-0.006430821
1999-11-16,0.032261252
1999-12-21,-0.024522638
2000-02-02,-0.043354966
2000-03-21,-0.005084983
2000-05-16,0.01105193
2000-06-28,0.04306954
2000-08-22,-0.026237225
2000-10-03,0.075276226
2000-11-15,0.0744971
2000-12-19,0.021974353
2001-01-31,0.04918438
2001-03-20,-0.03546802
2001-05-15,-0.020914232
2001-06-27,0.012059901
2001-08-21,0.013838681
2001-10-02,-0.026969526
2001-11-06,0.040088505
2001-12-11,-0.05313656
2002-01-30,-0.02073655
2002-03-19,0.00012440111
2002-05-07,-0.00672637
2002-06-26,-0.043124918
2002-08-13,-0.03162215
2002-09-24,-0.030887252
2002-11-06,-0.049518976
2002-12-10,-0.017245509
2003-01-29,-0.03433705
2003-03-18,-0.019660985
2003-05-06,0.014570598
2003-06-25,-0.004989258
2003-08-12,0.02394831
2003-09-16,0.0056417123
2003-10-28,0.027789978
2003-12-09,-0.021107888
2004-01-28,-0.027070468
2004-03-16,-0.03593645
2004-05-04,-0.023586936
2004-06-30,-0.04000679
2004-08-10,0.025773164
2004-09-21,0.06622481
2004-11-10,0.015382054
2004-12-14,0.00069175876
2005-02-02,-0.042454097
2005-03-22,-0.0076800133
2005-05-03,-0.043700818
2005-06-30,-0.0038642555
2005-08-09,0.03719014
2005-09-20,0.038992763
2005-11-01,0.008655436
2005-12-13,-0.0077551743
2006-01-31,-0.025361216
2006-03-28,-0.0030879418
2006-05-10,-0.018182551
2006-06-29,-0.0125604365
2006-08-08,-0.029211318
2006-09-20,-0.006263601
2006-10-25,-0.047991812
2006-12-12,0.008394221
2007-01-31,-0.037191216
2007-03-21,0.018776057
2007-05-09,-0.049224325
2007-06-28,0.0030824225
2007-08-07,0.024903681
2007-09-18,-0.062389318
2007-10-31,0.016187044
2007-12-11,-0.004717551
2008-01-30,-0.027070468
2008-03-18,0.014191927
2008-04-30,-0.015389718
2008-06-25,-0.042648826
2008-08-05,0.03255418
2008-09-16,0.056765612
2008-10-29,-0.0422178
2008-12-16,0.019223211
2009-01-28,-0.027070468
2009-03-18,-0.040426824
2009-04-29,-0.026068602
2009-06-24,-0.046785988
2009-08-12,0.0071591833
2009-09-23,0.024575112
2009-11-04,-0.002973651
2009-12-16,0.04444927
2010-01-27,-0.008795841
2010-03-16,0.035925172
2010-04-28,-0.04036612
2010-06-23,-0.020526685
2010-08-10,0.018930227
2010-09-21,-0.08242616
2010-11-03,-0.07215369
2010-12-14,-0.030089352
2011-01-26,-0.03536872
2011-03-15,-0.025406543
2011-04-27,0.011518097
2011-06-22,-0.02188388
2011-08-09,-0.022305822
2011-09-21,-0.0155980075
2011-11-02,-0.023313439
2011-12-13,-0.011386406
2012-01-25,-0.03433705
2012-03-13,0.0110115465
2012-04-25,-0.02232111
2012-06-20,-0.024575328
2012-09-13,-0.013721833
2012-10-24,-0.027950233
2012-12-12,-0.0444859
2013-01-30,-0.011202524
2013-03-20,-0.02619583
2013-05-01,0.02371201
2013-06-19,0.029183447
2013-07-31,-0.024237253
2013-09-18,-0.06668958
2013-10-30,0.009675569
2013-12-18,0.0241808
2014-01-29,-0.01287616
2014-03-19,0.0027851774
2014-04-30,-0.04319561
2014-06-18,-0.037783537
2014-07-30,-0.011679303
2014-09-17,0.036580887
2014-10-29,-0.015182413
2014-12-17,-0.013872214
2015-01-28,0.012501274
2015-03-18,-0.0038403247
2015-04-29,-0.0487473
2015-06-17,-0.05428166
2015-07-29,-0.027991958
2015-09-17,-0.0717361
2015-10-28,0.05448931
2015-12-16,-0.033528812
2016-01-27,-0.035733793
2016-03-16,-0.019478895
2016-04-27,0.03720441
2016-06-15,0.025411127
2016-07-27,0.044452872
2016-09-21,-0.02144844
2016-11-02,-0.045773037
2016-12-14,-0.13285682
2017-02-01,-0.10243565
2017-03-15,-0.008847667
2017-05-03,0.0089427605
2017-06-14,-0.030559009
2017-07-26,-0.043917064
2017-09-20,-0.0064062052
2017-11-01,0.012202325
2017-12-13,-0.023317462
2018-01-31,-0.025888598
2018-03-21,-0.027902637
2018-05-02,-0.024839941
2018-06-13,-0.025534812
2018-08-01,-0.06290752
2018-09-26,-0.017735757
2018-11-08,-0.022865213
2018-12-19,0.022951541
2019-01-30,-0.049392764
2019-03-20,0.038535595
2019-05-01,-0.019688137
2019-06-19,0.019144146
2019-07-31,0.006594848
2019-09-18,-0.06404969
2019-10-30,0.04549265
2019-12-11,-0.025274936
2020-01-29,-0.06202382
2020-03-15,-0.06859365
2020-04-29,0.005038068
2020-06-10,0.005146191
2020-07-29,0.023228973
2020-09-16,-0.053394377
2020-11-05,0.002797426
2020-12-16,-0.01606942
2021-01-27,-0.09191134
2021-03-17,-0.042361412
2021-04-28,0.07561516
2021-06-16,-0.0074022263
2021-07-28,0.0373733
2021-09-22,0.018292129
2021-11-03,-0.0093378555
2021-12-15,0.049368706
2022-01-26,-0.055971954
2022-03-16,0.019557593
